Sex;Language;Education;Age;Wages
Male;English;10;17;15.5
Female;English;9;54;19
Male;English;12.5;35;16
Male;English;13;20;7
Female;Other;13.5;48;12.47
Female;English;17;23;6.94
Female;English;13.5;57;8.5
Male;English;16;42;22.53
Female;Other;3;66;15.5
Male;English;12;79;15.5
Female;Other;9;66;15.5
Male;English;12;67;15.5
Female;English;14.1;60;9.54
Female;English;9;48;15.5
Female;Other;17.5;32;15.5
Male;English;17.5;60;15.5
Female;English;10;16;15.5
Male;English;16.3;33;14.4
Female;English;10.5;67;15.5
Female;English;15.6;33;15.05
Male;French;18;25;15.36
Female;English;13;43;16
Female;English;12.5;61;11.5
Female;English;15;54;15.5
Female;English;12;42;8.17
Female;English;12;70;15.5
Male;English;11;17;9.33
Male;English;12;24;17.3
Male;English;14;25;13.79
Female;English;9;21;15.5
Female;Other;16;33;15.5
Male;English;9;52;12
Female;Other;8.8;46;10.32
Female;English;10;16;6.9
Male;English;9;28;15.5
Male;Other;12;74;15.5
Female;French;17;22;13.4
Male;English;12.5;23;12
Male;English;8.5;55;15.5
Female;English;14;53;21.5
Female;English;14;54;7
Female;English;12.5;77;15.5
Female;English;12;45;9.5
Female;English;13;20;6.87
Male;English;13;54;15.5
Female;English;12.5;16;6.7
Female;English;12;21;7.5
Male;Other;9;38;15.5
Female;English;12;20;9.9
Male;Other;8;38;15.5
Male;Other;17;45;15.5
Male;English;12.5;27;7.18
Male;English;11;62;15.5
Female;English;11;70;15.5
Female;English;10;44;6.68
Male;English;9;51;15.5
Female;English;12.5;58;15.36
Female;English;10;69;15.5
Female;English;20;42;19.2
Male;English;12;36;14
Female;English;17;71;15.5
Female;English;12.5;50;18.64
Male;English;18;25;15.5
Female;English;12.5;36;15.5
Male;French;9;35;16.25
Female;English;15;35;18.12
Male;English;8;66;15.5
Female;Other;7;76;15.5
Female;English;12;39;14.85
Male;Other;14;32;15.5
Male;English;13.4;31;15.5
Male;English;12.5;57;15.5
Male;English;12;37;15.5
Male;English;18;63;14.63
Male;English;14;21;9
Female;English;15.5;20;6.5
Male;English;14;34;15.5
Female;Other;13.7;18;6.75
Male;Other;13;41;15.5
Male;Other;5;75;15.5
Female;English;13;21;15.5
Female;English;14;32;11.17
Female;English;10;17;6.5
Female;French;3;81;15.5
Male;English;14;48;15.5
Female;English;12.5;68;15.5
Male;English;12;39;16.3
Male;English;12;35;18.2
Female;English;11.9;23;15.5
Male;English;20;26;15.33
Male;English;8;75;15.5
Female;English;12.5;38;21.88
Female;Other;5;73;15.5
Female;English;11;42;21.5
Female;English;12;44;17.01
Female;English;14;35;14.51
Female;English;10;70;15.5
Male;Other;4;71;15.5
Female;Other;12;65;15.5
Male;English;12.5;16;7
Male;English;12.3;35;22.4
Female;English;10;34;15.5
Female;English;16;23;11.86
Male;English;14;39;15.5
Female;English;12;25;7.5
Female;Other;16;35;20
Female;French;11;28;10.08
Male;English;11;67;15.5
Male;English;12;50;15.5
Female;English;12;40;15.5
Female;French;10.7;37;15.5
Female;Other;13;48;10
Male;English;12;51;15.5
Male;English;9;74;15.5
Female;English;11;62;15.5
Male;English;14;45;18.02
Female;English;15;18;15.5
Female;English;12;34;16.58
Male;English;11;17;7.18
Male;Other;10.5;54;14.95
Female;French;12;66;15.5
Male;English;18;30;19.18
Female;English;12.5;16;15.5
Male;English;12.1;20;8
Female;English;12;32;17.72
Male;Other;9;16;15.5
Male;English;17;42;15.5
Male;English;12;20;11.44
Female;Other;14;63;15.5
Male;Other;9;68;15.5
Female;English;13;50;7
Female;Other;20;56;21.94
Male;Other;8;28;8.14
Female;English;13.5;39;12
Female;Other;12;79;15.5
Female;English;10.5;63;15.5
Male;English;8;45;15.5
Male;English;11.3;23;11.85
Female;English;12;44;14.61
Female;English;12.1;27;8.65
Female;English;11;40;13.82
Female;Other;10.5;41;10.96
Female;English;9;24;9.5
Female;French;12.5;45;16.53
Male;English;12;37;11.11
Female;English;10;87;15.5
Female;English;10;61;15.5
Female;English;10;52;7.35
Female;Other;7;70;15.5
Female;English;12.5;86;15.5
Female;English;11;29;11.5
Female;English;18;22;15
Male;French;8;52;22.65
Male;English;13;39;15.5
Female;English;16.1;40;6.89
Male;English;17;25;15.83
Female;English;12.5;44;12
Female;English;13.5;34;22.02
Male;English;12;61;22.02
Male;English;14;48;9
Male;English;12;35;9.85
Female;English;12;18;9.06
Male;English;12;28;13.33
Female;English;9;64;15.5
Male;English;13;20;9.49
Male;English;10;76;15.5
Male;French;11;45;15.5
Female;Other;12;31;15.5
Male;French;8;73;15.5
Male;English;12;51;15.5
Female;Other;14;66;15.5
Male;English;8;63;15.5
Male;English;12.5;42;15.5
Female;French;16.5;23;12
Female;Other;8;52;15.5
Male;Other;8;56;16.8
Female;English;11;17;7.1
Female;Other;14;51;15.5
Male;Other;14;50;15.5
Male;English;12.5;17;15.5
Female;English;15.5;22;6.05
Female;English;10;32;12
Female;English;10;77;15.5
Male;English;16;32;15.5
Female;English;12.5;68;15.5
Female;Other;9;87;15.5
Female;English;11;54;15.5
Male;English;16.6;22;10.84
Male;English;11.5;23;12.5
Female;English;7;63;15.5
Female;English;17;38;15.5
Female;English;12;58;16.46
Male;English;14;44;18.24
Female;Other;13.5;27;15.5
Female;English;12;43;12.53
Female;English;8;60;7.67
Female;English;17;61;15.5
Male;French;20;53;15.5
Female;Other;12;61;13.2
Male;Other;5;57;15.5
Female;English;12.5;28;15.36
Female;English;10;63;10.24
Male;English;13;49;21
Male;English;10;16;15.5
Male;Other;13;46;15.5
Female;English;10.6;29;8.7
Female;French;12.5;52;17.23
Female;English;13;67;15.5
Male;English;13.6;20;7.75
Female;English;7;47;15.5
Female;English;12.1;18;7.62
Male;English;11;17;6.7
Female;English;8;60;15.5
Female;French;15;41;15.5
Female;English;12;26;15.5
Female;English;11;17;7.63
Male;English;12;17;15.5
Male;English;9;59;15.5
Female;English;12;34;16.79
Female;English;10;16;6.2
Male;Other;15;44;15.5
Female;English;12;74;15.5
Male;English;8;68;15.5
Female;English;16;23;7
Female;English;10;47;17.4
Female;English;12;18;7
Female;English;15;77;15.5
Female;English;12;31;8.5
Male;English;16;26;22.66
Male;English;10;35;10
Female;English;13;40;18.68
Female;English;14.6;47;6.7
Female;English;10.1;23;9.61
Male;English;10;59;15.5
Male;Other;16;61;15.5
Female;English;13;65;15.5
Female;English;12;18;15.5
Female;English;14;20;11.64
Male;French;7;57;15.5
Male;English;12;60;15.5
Female;Other;5;61;15.5
Female;English;12;39;15
Female;English;9.4;17;6.7
Female;English;6;79;15.5
Male;English;15;26;6.8
Female;Other;4;60;15.5
Female;English;11.5;79;15.5
Female;English;13;64;15.5
Female;English;10;74;15.5
Female;French;14;26;15.3
Female;English;11;52;15.5
Female;English;11;44;8
Female;English;8;44;10
Female;English;14;20;6.42
Female;Other;10;43;12
Female;English;11;80;15.5
Male;English;5;63;15.5
Female;English;9;32;15.5
Female;Other;12.5;42;15.5
Female;English;12;75;15.5
Female;Other;12;31;18
Male;English;12;33;13
Male;English;12;26;7
Female;English;11;18;6.65
Female;English;11;67;15.5
Female;English;8;84;15.5
Female;English;16;38;17.41
Female;English;15;35;10.16
Male;Other;13.2;28;21.66
Female;English;16;39;9.85
Female;English;9;82;15.5
Female;Other;8;37;15.5
Female;French;10;44;13.45
Male;English;12;28;14.53
Female;French;9;70;15.5
Female;English;14;50;17.66
Female;French;13.3;19;6.42
Female;English;12;17;15.5
Female;English;12;56;13.92
Male;Other;10;48;13.75
Male;English;12;22;15.5
Female;English;14;65;15.5
Female;Other;11;40;15.5
Female;English;10;70;15.5
Female;English;9;67;15.5
Female;English;9;51;15.5
Female;English;13;46;12.15
Female;English;8;45;15.5
Female;English;15;78;15.5
Male;English;12;19;15.5
Female;English;9;67;15.5
Female;English;11;22;8.37
Male;English;15.8;40;21.6
Male;English;13;29;16.1
Female;Other;9;58;15.5
Male;English;11;62;15.5
Female;English;13;78;15.5
Female;English;15;85;15.5
Female;English;9;75;15.5
Female;Other;15;55;17.33
Male;English;16;21;7.7
Male;English;10;40;18.02
Male;English;8;77;15.5
Female;Other;13;19;15.5
Female;English;12.5;25;15.5
Female;English;13;19;6.59
Male;English;16;32;11.2
Female;English;15;25;15.5
Female;Other;15.7;42;14.8
Female;English;11;62;14
Female;English;12.5;73;15.5
Male;English;12;68;15.5
Male;Other;12.5;58;10
Female;English;10;47;15.5
Female;English;7;61;15.5
Female;English;20;79;15.5
Male;English;14.5;51;8.87
Male;English;14;27;21.67
Female;English;12;50;14.27
Male;English;9;57;15.5
Female;English;12;35;15.5
Male;English;12.5;16;15.5
Female;English;14.2;34;18.02
Female;English;8;48;15.5
Male;Other;12;33;15.5
Female;English;13;60;15.5
Female;English;13;75;15.5
Male;English;3;19;15.5
Female;English;7;49;15.5
Male;English;17.6;31;15.5
Male;English;13;76;15.5
Female;English;12;70;15.5
Female;Other;12;21;15.5
Female;English;10;55;5.92
Male;English;12.5;50;12.66
Female;English;0;81;15.5
Female;Other;12;31;15.5
Male;English;16;55;15.5
Male;English;10;68;15.5
Male;English;11;69;15.5
Female;Other;0;43;7.25
Female;English;11;57;15.5
Female;English;11;63;15.5
Female;English;13.3;35;13.75
Female;English;9;47;15.5
Male;English;11;46;10.78
Female;English;11.5;40;15.5
Male;English;10.5;40;19
Female;English;13;51;12
Male;English;20;36;18.24
Female;Other;12;39;15.5
Male;English;15;22;15.5
Male;English;11;17;15.5
Male;Other;9;20;10
Female;English;14;23;9.79
Female;Other;12;80;15.5
Male;English;10;73;15.5
Female;Other;8;72;15.5
Male;English;11;69;15.5
Male;English;16;49;12
Male;English;17;33;15.75
Male;English;11;35;9
Female;Other;12;36;15.5
Male;English;10;32;14.4
Male;English;12;83;15.5
Male;English;10;61;19
Male;English;10;58;15.5
Female;English;17.3;27;18.02
Female;English;10.5;51;7.5
Male;Other;12.5;29;11.86
Female;English;14;81;15.5
Male;English;14.5;23;9.86
Male;English;12;51;15.5
Male;English;9;56;18.39
Female;English;17;25;6.66
Female;English;16.3;26;14.09
Female;Other;2;74;15.5
Male;English;13;51;15.5
Male;English;16;49;15.5
Male;English;10;16;6.85
Female;English;9;78;15.5
Female;English;15;28;15.12
Male;English;11;62;15.5
Male;English;12.5;17;6.5
Female;French;10;52;15.5
Male;English;12;34;15.5
Female;Other;15;37;15.5
Male;English;8.5;70;15.5
Male;English;12.5;27;16.78
Male;English;9;39;9.33
Female;English;13;69;15.5
Male;French;10;40;10
Female;English;12.5;49;15.5
Female;English;12;54;12.86
Female;English;12;57;14
Female;English;11;71;15.5
Female;English;7;68;15.5
Female;English;12;38;9.19
Female;English;12.6;38;20.16
Male;English;13;20;7.5
Male;English;8;60;15.5
Female;English;16;26;15
Female;English;13;71;15.5
Male;Other;12.5;49;13.37
Female;English;8;48;20.53
Male;Other;12;36;17.4
Female;English;11;43;17.99
Female;Other;15;69;15.5
Female;English;10;66;15.5
Female;English;12;48;13.71
Female;English;10.4;27;12.8
Female;English;14;35;16.97
Female;English;16;38;21.78
Female;Other;19.3;28;19.2
Male;English;8;61;15.5
Male;English;10;54;13.44
Male;English;16;39;21.39
Female;French;12;55;15.5
Female;English;12.5;38;18.94
Female;English;10.5;86;15.5
Female;French;18.1;25;8.12
Male;English;15.5;24;15.5
Female;English;13;21;15.5
Female;English;14.5;22;5.98
Female;English;10;54;12.93
Female;English;14;19;15.5
Male;Other;14;33;15.5
Male;English;8;25;19.26
Female;English;12;17;9.46
Female;English;8;48;15.5
Female;English;12.5;27;15.5
Male;English;12;29;15.5
Male;Other;8.5;72;15.5
Male;French;15;50;16.69
Female;French;18;39;15.5
Male;English;12;18;7
Male;English;17;51;21.93
Male;English;17.1;32;12.42
Female;English;16;72;15.5
Female;English;11;70;15.5
Female;French;10;36;12
Female;Other;8;68;15.5
Male;English;12.5;40;18.24
Female;Other;12.5;93;15.5
Male;English;9;71;15.5
Female;French;14;20;6.7
Male;English;12;39;22.47
Male;English;10;17;6
Male;English;11;19;12
Male;French;14;44;15.5
Male;French;12.6;30;14.66
Female;English;12;40;15.5
Male;English;12.5;62;15.5
Male;English;11;26;11.17
Female;Other;3;60;11
Female;English;10;16;15.5
Male;English;7.3;34;14
Male;English;10;58;10.3
Female;English;14.1;23;15.5
Female;English;15.5;21;6.98
Female;English;9.5;48;10.34
Female;English;16;29;15.5
Female;English;12;35;5.83
Female;English;12;30;6.7
Male;English;12;38;13.06
Female;English;15;21;15.5
Female;English;17;22;6.92
Female;English;10;16;15.5
Female;English;17.9;29;9.71
Male;Other;9.8;27;10
Female;Other;8;72;15.5
Male;French;14.6;35;6.7
Female;English;12.5;46;10.51
Female;English;12.5;37;8
Female;English;13.8;47;15.5
Female;English;9;45;15.5
Male;English;12;21;7.53
Male;English;14;22;15.5
Female;Other;7;33;9
Female;English;13.5;24;7.56
Female;English;12;67;15.5
Male;English;8;47;7
Male;English;17;27;18.95
Female;English;13;42;16.38
Female;French;13;52;15.5
Male;English;18;35;22.5
Female;English;11;18;8.01
Female;English;13;28;9.16
Male;English;10;54;15.5
Male;English;13;39;17.5
Male;Other;7;82;15.5
Male;English;12.5;79;15.5
Female;English;8;22;15.5
Male;English;13;19;15.5
Male;Other;11;70;15.5
Female;English;12.5;57;10.45
Female;Other;12;46;15.5
Male;English;18.8;27;7
Male;English;12;46;10.81
Female;English;10.5;45;17.06
Female;English;14;44;17.59
Male;English;12;31;17.52
Male;Other;7;23;10.5
Female;English;12;62;19.25
Male;English;9;64;15.5
Female;English;9;53;8.6
Female;English;11.5;35;15.5
Male;French;9;44;19.83
Male;English;8;54;10
Female;English;13.5;45;6.7
Male;English;12;27;6.78
Male;French;11;38;13
Female;English;13.3;31;14.5
Female;English;18;36;22
Male;English;15;22;8.23
Female;English;10;16;15.5
Female;Other;12.5;42;8.79
Female;English;17;69;15.5
Female;Other;12.5;40;9.23
Female;English;15;35;10.92
Male;Other;10;52;15.5
Female;English;10;69;15.5
Female;English;12;69;15.5
Male;English;11;17;15.5
Male;English;6;88;15.5
Male;English;9;27;13.21
Male;English;10.5;47;15.1
Female;Other;8;66;15.5
Female;English;13;37;10.08
Female;English;12;28;15.5
Male;English;13;56;15.5
Male;English;19.5;30;19.2
Female;Other;12;65;15.5
Female;Other;8;57;13.49
Female;English;12;29;15.87
Female;Other;2;35;7.87
Female;English;11.5;40;15.5
Male;English;11;17;15.5
Male;Other;13;35;15.56
Female;English;12.5;26;10.72
Female;Other;13.5;47;15.5
Female;English;10.5;42;8
Female;English;15.2;34;19.72
Male;English;13;53;15.5
Female;English;12.5;32;8.5
Female;English;16;50;18.9
Female;English;11;52;11
Male;English;11;16;15.5
Male;French;10;58;16.39
Male;English;14;29;15.5
Female;English;12;49;15.5
Female;English;12;41;14.04
Male;English;18;69;15.5
Male;English;11.5;39;16
Female;English;15.1;37;10.11
Male;English;13;45;16.78
Female;English;12.5;36;11.95
Male;English;8;70;15.5
Female;English;16;29;17.97
Female;English;9.5;66;15.5
Female;English;16;26;17.21
Female;English;12.5;34;15.5
Male;English;12.5;16;15.5
Female;English;17.8;41;14.73
Female;English;9;86;15.5
Male;English;8;65;10.62
Male;English;17.5;32;15.5
Male;English;15;32;15.5
Female;English;9;16;15.5
Female;English;13.5;42;11.43
Female;English;14;74;15.5
Female;English;9;50;10
Male;English;12;24;14
Male;Other;16;35;21.73
Male;English;12;35;15.5
Male;English;15;27;15.5
Female;English;11;67;15.5
Female;English;13;18;15.5
Male;English;9;45;18
Female;English;16;46;15.5
Male;English;13;72;15.5
Female;English;15;30;15.5
Female;English;13;78;15.5
Male;English;18;21;8
Male;English;13;51;16
Female;English;14.5;21;7.92
Female;English;12;32;15.33
Male;French;11;26;10
Female;Other;10;32;15.5
Female;English;17;23;10.63
Male;English;19;27;13.1
Female;English;11;32;7.65
Male;English;11;26;10.2
Female;English;10;43;15.5
Female;English;11;67;15.5
Male;English;11.5;29;12.5
Male;Other;7;56;15.5
Male;Other;16;60;15.5
Male;English;12.9;20;6.87
Female;Other;3;50;9.1
Male;English;9;47;9.89
Male;English;11;50;11
Female;English;13;70;15.5
Female;English;12.5;38;15.36
Male;English;15;32;19.2
Male;Other;11;20;8.75
Female;English;12;19;15.5
Female;English;14.5;21;11.03
Male;English;13.5;41;15.5
Male;French;18.5;25;7.5
Female;English;10;40;15.81
Male;English;8;62;12.11
Female;English;10;75;15.5
Female;English;10;64;15.5
Male;Other;8;64;15.5
Male;French;12;54;15.5
Male;Other;12.5;40;19.58
Male;Other;13;75;15.5
Female;English;15.6;25;9.1
Female;English;12;22;6.7
Female;French;11;87;15.5
Male;Other;8;39;15.5
Male;English;15;23;15
Male;English;14;66;15.5
Female;English;15;69;15.5
Female;English;10;51;9.33
Female;English;8;63;15.5
Male;English;12;29;8.73
Female;English;11;61;6.31
Male;English;12;18;15.5
Male;English;15.5;37;16.58
Male;English;8;84;15.5
Male;English;15;72;15.5
Male;English;8;57;11
Male;English;17;22;6.7
Male;English;18;59;15.5
Female;English;16;25;15.5
Male;Other;11;77;15.5
Female;English;10;37;15.5
Female;English;18;28;19.69
Female;English;15;22;8
Female;English;12.8;30;9.94
Female;English;18.5;29;15.5
Female;English;14;33;10
Female;English;14;70;15.5
Female;English;10.5;42;13.24
Female;English;13;41;15.5
Male;English;10;54;11.09
Female;Other;12;37;10.85
Female;English;12;31;10.28
Female;English;10;56;15.87
Female;English;12;45;15.5
Male;English;13;42;20.48
Female;English;15;30;9.72
Female;English;12.5;36;14
Male;Other;10;59;15.5
Female;English;15.5;23;8
Female;English;14.5;34;15.5
Female;English;15;39;21.34
Female;English;8;85;15.5
Male;English;10;17;15.5
Male;English;12;55;22.19
Male;English;12;32;11
Female;English;11;17;6.75
Male;English;16;45;15.5
Male;French;11.5;31;13
Female;French;9;16;6.12
Male;English;15;25;18
Female;English;10;36;17.62
Male;Other;10;57;15.5
Female;Other;8;37;17.44
Male;English;17.4;35;15.5
Female;English;10.1;51;15.5
Male;English;8;76;15.5
Female;Other;9;74;15.5
Male;Other;5;68;15.5
Female;English;10;26;15.5
Female;English;13;58;15.5
Male;English;10;39;14.5
Female;English;13;52;14.13
Female;English;14;45;15.5
Female;English;15;31;7.52
Male;Other;6;80;15.5
Male;English;13;30;15.5
Female;English;13.6;35;7.1
Female;English;13;33;13.41
Female;English;13;20;6.75
Female;English;14;31;6.33
Female;English;9;63;15.5
Female;English;17;33;19.05
Female;English;9;77;15.5
Female;English;17.2;29;15.02
Male;French;13;23;8.34
Male;English;14;19;15.5
Female;English;13;62;15.5
Female;English;12;45;15.5
Male;English;11;38;18.92
Female;English;10.5;69;15.5
Male;Other;11;49;20.95
Male;English;12;55;15.5
Male;Other;14.4;23;9.38
Male;English;18;67;15.5
Male;English;14;22;15.5
Male;English;12.5;17;15.5
Female;English;20;64;15.5
Female;English;13.5;36;15.5
Male;French;10.5;39;15.5
Female;English;12.5;23;6.7
Female;French;12;18;6.55
Female;English;16.5;59;15.5
Female;English;12.5;57;10.93
Male;English;19;29;13
Female;English;12;77;15.5
Female;English;17;38;15.5
Male;English;12;69;15.5
Female;English;13.3;27;10.08
Male;English;19;46;15.5
Female;English;12;75;15.5
Male;English;10;48;21.33
Female;English;13.4;34;17
Female;English;20;31;21.01
Male;Other;12;39;16.8
Female;English;17;35;12.5
Male;English;17;38;17.6
Male;English;10.5;42;15.5
Female;English;16;55;15.45
Female;English;12.5;35;9.6
Female;English;13;20;9.18
Male;English;12.1;26;11.11
Male;French;12;47;12
Female;English;12;58;15.5
Male;English;16;30;18.78
Male;Other;17;48;15.5
Female;French;18;32;15.5
Female;Other;12.5;55;18
Female;English;12;36;15.5
Male;English;16;31;15.5
Female;English;15.5;37;15.5
Female;English;20;26;10.38
Male;English;15.5;55;15.5
Female;Other;14;44;13
Male;English;16.5;41;16.7
Male;English;9;69;15.5
Female;English;8;26;9.04
Male;Other;17;52;15.5
Female;English;19;22;8.33
Male;English;10;63;15.5
Female;French;12;35;15.5
Male;English;11;17;15.5
Female;English;14.3;19;6.79
Male;English;10.5;23;6.7
Male;English;16.5;47;15.5
Female;English;12.5;23;10.22
Female;English;10.5;79;15.5
Female;English;12;18;15.5
Male;English;11.6;20;7.18
Female;English;12.5;38;16
Female;English;8;72;15.5
Female;English;10;45;10.4
Female;English;9;69;15.5
Female;English;10;47;18
Female;English;9;29;15.5
Male;English;11;65;15.5
Female;English;12.5;21;12
Male;English;12.5;75;15.5
Female;English;13;48;15.5
Female;English;8;86;15.5
Male;English;16.5;45;15.5
Female;English;11;17;6.7
Female;English;17;65;15.5
Male;English;0;90;15.5
Male;Other;16;22;15.5
Male;English;16;33;15.5
Male;English;8.5;69;15.5
Male;English;12;57;21.6
Female;English;8;89;15.5
Female;English;14;44;17.76
Male;English;14.9;27;7.75
Male;Other;13;56;17.76
Male;Other;16.1;34;13.09
Male;English;1;51;20.16
Female;English;10;17;15.5
Female;English;8;70;15.5
Female;English;7;79;15.5
Male;English;17.1;38;10
Female;English;16.5;38;6.7
Female;English;14;39;16
Female;English;15;47;14.4
Male;English;12;54;15.5
Male;English;13;74;15.5
Female;English;9;57;20.95
Female;Other;12;54;15.5
Female;English;11.5;57;6.5
Male;Other;16;54;15.5
Male;English;14;30;22.47
Female;English;13.5;35;17.72
Male;French;12;19;11
Male;English;14;33;8
Female;Other;12;42;18.93
Male;Other;9;34;15.5
Female;Other;4;41;10.08
Male;English;8;45;18.33
Male;English;16;37;15.48
Male;English;10;17;15.5
Female;English;12.5;74;15.5
Male;English;17;44;15.5
Male;Other;15;37;15.5
Female;English;12;57;14.26
Female;English;11;71;15.5
Male;Other;15;34;15.5
Male;English;11;62;9.37
Male;English;12;27;15.77
Female;English;10;47;12
Male;English;13;53;22.08
Male;English;20;50;15.5
Female;French;17.2;24;15.5
Female;Other;8;31;15.5
Female;English;12.5;24;8.34
Female;Other;10;59;15.5
Male;English;16.3;43;16.61
Male;English;12;43;20.06
Female;English;10;62;15.5
Male;English;10.5;47;15.45
Female;English;11;47;8.3
Female;English;13.5;33;15.5
Male;English;14.2;35;18.37
Female;English;11;27;6.7
Female;English;16;20;13.53
Female;English;8;62;6.85
Female;English;9;60;10.25
Female;English;12.5;54;15.5
Male;English;10;65;15.5
Male;English;12;18;10
Female;French;1;82;15.5
Female;English;19;35;15.5
Female;French;14;48;12
Female;English;15;30;9.55
Female;English;14;20;6.25
Female;English;13;18;6.7
Male;French;12;40;14.98
Female;English;12.5;38;17.76
Female;English;14;31;14
Female;English;14.5;55;11.77
Female;English;12.5;50;15.5
Male;English;12;40;12.48
Male;English;10;58;15.5
Female;English;13;57;15.5
Male;English;17;25;15
Male;English;12.5;86;15.5
Female;French;11;25;15.5
Male;English;18;31;19
Female;English;15.5;46;7.5
Male;English;17;37;15.5
Male;Other;5;57;18.74
Female;Other;8;78;15.5
Male;English;7;59;15.5
Male;Other;8;90;15.5
Male;English;11;48;13.13
Male;English;12;59;15.5
Male;English;12;22;12
Male;English;9;64;17.9
Female;English;17;76;15.5
Male;Other;5;60;11.5
Female;English;16;71;15.5
Female;English;12;32;13.65
Male;English;11;52;14.4
Male;English;17;61;15.5
Female;English;10;64;15.5
Female;English;9.5;23;8.06
Male;English;12.5;43;16.21
Female;English;12;35;10.25
Male;English;12.5;21;8.32
Female;French;15.5;39;6.41
Male;English;12;42;10
Female;English;12;41;17.42
Female;English;13.6;20;6.7
Male;English;15;42;17.76
Female;English;16.5;21;10.44
Female;English;15.8;32;15.42
Male;English;12;73;15.5
Female;English;16;34;11.82
Male;English;6;82;15.5
Male;English;12;32;18.43
Male;English;14;23;13
Male;English;10.6;18;15.5
Female;Other;18.3;34;20.5
Male;English;12;73;15.5
Male;English;12.5;48;7.5
Male;English;1;21;9
Female;English;12;59;6.72
Female;English;10;34;15.5
Male;English;17;48;15.5
Male;English;16;43;9.52
Male;English;11;54;15.5
Female;French;10;42;15.5
Female;English;10;16;15.5
Male;English;16;69;15.5
Female;English;11;61;15.5
Female;Other;12;55;15.5
Male;English;9;33;15.49
Female;English;13.5;32;7
Male;English;12.5;32;13.6
Female;French;11;34;8.71
Male;Other;10;58;15.5
Female;Other;15.5;26;12.48
Male;English;13;71;15.5
Female;English;9.5;57;9.86
Female;Other;12.3;29;11.52
Male;English;12.5;60;15.5
Female;Other;14.5;27;11.67
Female;English;11;24;15.97
Male;English;10;71;15.5
Female;English;15.5;42;22.02
Female;English;13;37;12.46
Female;English;12;49;13.95
Male;English;10;68;15.5
Male;Other;13;36;18.92
Male;English;15;23;15.5
Female;English;18;38;14.21
Female;English;12;61;15.5
Male;English;11;31;15.5
Female;English;18;27;13.7
Female;Other;17.5;41;15.5
Female;Other;12.5;19;7.27
Female;English;13.5;51;14.59
Male;English;11;54;17
Female;French;11;49;15.5
Female;English;12;32;8.31
Female;English;17;56;15.5
Male;English;13;67;15.5
Male;English;15;33;18.41
Female;Other;12;26;15.5
Female;English;17;27;6.52
Female;French;10;17;15.5
Male;English;16;72;15.5
Female;English;12.5;37;15.5
Female;English;9;78;15.5
Male;English;13;63;15.5
Female;English;10;24;15.5
Male;Other;10;57;12.65
Male;French;7;68;15.5
Male;English;8;94;15.5
Female;English;10;16;15.5
Male;English;17;27;11.04
Female;English;12.2;25;9.33
Female;English;12;39;15.5
Male;English;14.1;28;18.29
Female;Other;0;22;6.7
Male;English;12;74;15.5
Male;English;15.5;68;15.5
Male;Other;7;68;15.5
Female;English;12.8;56;10.38
Male;Other;14.5;22;7.84
Female;English;10;16;6.65
Male;English;10.8;17;15.5
Male;Other;8;59;15.5
Male;Other;7;31;12.54
Male;English;13;42;15.5
Female;English;12.5;28;8.26
Female;English;8;67;15.5
Female;English;15;62;15.5
Male;English;10;32;8.36
Male;French;16;28;11
Female;English;14;42;12.9
Male;English;15;29;12.48
Male;English;15;22;9.79
Female;English;14.1;53;19
Female;French;12;33;10
Male;English;10;52;15.5
Male;English;17.1;34;20.84
Male;English;13.5;20;8.57
Female;English;12.5;75;15.5
Female;English;13;39;15.5
Female;English;8;47;13.23
Male;French;8;71;15.5
Female;English;8;51;15.5
Female;English;0;67;15.5
Male;English;15;48;20.99
Female;English;10;16;15.5
Male;English;12.5;63;15.5
Female;English;12;38;15.5
Female;English;8;29;7.3
Male;French;9;75;15.5
Male;Other;16;63;15.5
Male;English;12;36;14.13
Female;English;12;59;15.5
Male;English;11.2;47;9.44
Female;English;11.5;38;9.5
Female;French;12;44;15.5
Male;English;13.5;34;10.56
Male;English;16;41;22.03
Male;French;14;40;13
Female;English;11;61;15.5
Female;English;13;42;15.5
Female;Other;8;80;15.5
Female;English;12;66;15.5
Female;English;10;61;15.5
Female;English;10;75;15.5
Male;Other;14;40;15.5
Female;Other;18;40;15.5
Male;English;15.6;37;17
Female;English;13;70;15.5
Female;English;6;49;15.5
Male;English;10.8;19;15.5
Male;English;12;54;15
Male;English;8;68;15.5
Female;English;14.3;24;15.5
Male;English;8.5;46;15.5
Female;English;12;50;15.5
Female;English;10.5;38;15.5
Male;English;18;30;18.33
Male;English;14.5;38;18.16
Female;English;9.8;21;15.5
Female;English;12.5;23;7.24
Female;English;15.3;42;12.07
Female;English;10;34;15.5
Male;Other;16.4;26;15.5
Female;English;11;54;11.06
Male;English;12;34;16
Female;English;14;35;16.64
Female;English;12;20;21.84
Male;English;7;62;15.67
Female;English;17;23;7.66
Male;English;13.1;44;19.84
Male;English;16.4;67;15.5
Male;English;12;50;15.5
Male;English;12;30;14.98
Female;English;11;17;8.65
Female;English;12;31;7
Female;Other;13;63;15.5
Male;Other;11.1;41;15.5
Male;English;6;60;15.5
Male;Other;0;54;15.5
Male;Other;15;46;21.94
Male;English;15;41;18.11
Female;Other;12;29;6.25
Female;English;12;63;15.5
Male;English;14;77;15.5
Male;English;14;46;15.5
Female;French;13;36;13.31
